error,dataset,split,task_id,result,avg_test_time,passed_tests,compiled,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI,model
,mbpp,test,198,passed,8.39156333333276e-05,True,True,6.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,199,passed,2.916393333332786e-05,True,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.0555555555555555,0.0006666666666666,84.62436608827255,codeLLama_fewshot
,mbpp,test,200,passed,2.514119999735461e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,6.0,7.0,9.0,12.75488750216347,25.26619429851844,2.25,56.848937171666485,3.158274287314805,0.0084220647661728,74.66308527157166,codeLLama_fewshot
,mbpp,test,201,passed,2.7765200002249912e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,5.0,10.0,9.0,15.0,21.651484454403228,47.548875021634686,1.4285714285714286,67.92696431662098,3.7737202398122767,0.0158496250072115,71.01307270364374,codeLLama_fewshot
,mbpp,test,202,passed,7.792869999999989e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_fewshot
,mbpp,test,203,passed,2.938133333333e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,81.12095583420833,codeLLama_fewshot
,mbpp,test,204,failed: 'list' object cannot be interpreted as an integer,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,205,passed,0.0001149404999523,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,75.15517382051522,codeLLama_fewshot
,mbpp,test,206,passed,2.883049999885164e-05,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,75.15517382051522,codeLLama_fewshot
,mbpp,test,207,passed,2.9664933333369466e-05,True,True,7.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,6.0,7.0,9.0,12.75488750216347,25.26619429851844,2.25,56.848937171666485,3.158274287314805,0.0084220647661728,72.93582841773419,codeLLama_fewshot
,mbpp,test,208,passed,8.087363333591687e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,4.0,8.0,10.0,12.0,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,5.905649946466422,0.0132877123795494,69.81982754625282,codeLLama_fewshot
,mbpp,test,209,passed,3.952273333330443e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,210,passed,5.028150000000083e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,5.0,8.0,8.0,16.36452797660028,24.0,1.5,36.0,2.0,0.008,83.36557646615178,codeLLama_fewshot
,mbpp,test,211,passed,4.732486666701637e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,212,passed,6.370836666652243e-05,True,True,19.0,18.0,18.0,0.0,0.0,1.0,0.0,4.0,10.0,28.0,24.0,46.0,38.0,70.0,167.82521876648653,367.35492594105096,8.214285714285714,3017.5583202300613,167.64212890167008,0.1224516419803503,53.44623942628879,codeLLama_fewshot
,mbpp,test,213,passed,3.1859899999631124e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,6.0,7.0,9.0,12.75488750216347,25.26619429851844,2.25,56.848937171666485,3.158274287314805,0.0084220647661728,72.93582841773419,codeLLama_fewshot
,mbpp,test,214,passed,5.364239999228933e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,5.0,11.0,7.0,14.0,16.0,21.0,49.66338827944709,84.0,3.1818181818181817,267.27272727272725,14.848484848484848,0.028,64.17419540322295,codeLLama_fewshot
,mbpp,test,215,passed,2.9955899999833947e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.69319837885878,codeLLama_fewshot
,mbpp,test,216,passed,3.4237833333331896e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,217,passed,3.792306666666375e-05,True,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,8.0,15.0,16.0,23.0,49.66338827944709,92.0,3.409090909090909,313.6363636363636,17.424242424242422,0.0306666666666666,72.98171388842268,codeLLama_fewshot
,mbpp,test,218,failed: cannot access local variable 'j' where it is not associated with a value,,False,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,74.28529248621352,codeLLama_fewshot
,mbpp,test,219,passed,2.9416433333532645e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_fewshot
,mbpp,test,220,passed,7.085383332802545e-05,True,True,13.0,13.0,13.0,0.0,0.0,0.0,0.0,5.0,4.0,22.0,20.0,40.0,26.0,60.0,106.10749561002054,282.02638308846554,3.636363636363636,1025.5504839580565,56.975026886558695,0.0940087943628218,57.87100419083879,codeLLama_fewshot
,mbpp,test,221,passed,9.65024000000388e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,222,passed,3.500786666670308e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,6.0,7.0,9.0,15.509775004326936,25.26619429851844,0.5,12.63309714925922,0.701838730514401,0.0084220647661728,79.6369888417524,codeLLama_fewshot
,mbpp,test,223,passed,2.4355333333336837e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,6.0,2.0,9.509775004326938,1.0,9.509775004326938,0.5283208335737188,0.0031699250014423,86.44967868088393,codeLLama_fewshot
,mbpp,test,224,failed: ,,False,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,7.0,14.0,13.0,21.0,35.161259458730164,77.70923408096293,6.0,466.2554044857776,25.903078026987643,0.0259030780269876,64.54541298808176,codeLLama_fewshot
,mbpp,test,225,passed,2.955216666665391e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,18.0,17.0,33.0,24.0,50.0,90.56842503028857,229.24812503605784,5.5,1260.8646876983182,70.04803820546212,0.0764160416786859,67.95679542105411,codeLLama_fewshot
,mbpp,test,226,passed,0.0001535125666666,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,227,passed,2.5947466667730623e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,6.0,9.0,9.0,20.264662506490406,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.0095097750043269,83.10886938201016,codeLLama_fewshot
,mbpp,test,228,passed,5.6882233333984304e-05,True,True,13.0,13.0,13.0,0.0,0.0,0.0,0.0,8.0,7.0,13.0,14.0,28.0,20.0,42.0,67.75720079023742,181.52097998526924,7.538461538461538,1368.3889260427989,76.02160700237772,0.060506993328423,58.80742103223812,codeLLama_fewshot
,mbpp,test,229,failed: list index out of range,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.69319837885878,codeLLama_fewshot
,mbpp,test,230,passed,0.0003001662666671,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,231,passed,2.578346666268771e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,232,"failed: invalid syntax (<string>, line 5)",,False,False,,,,,,,,,,,,,,,,,,,,,,codeLLama_fewshot
,mbpp,test,233,passed,2.6911633358395193e-05,True,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,5.0,6.0,6.754887502163469,13.931568569324174,1.3333333333333333,18.575424759098897,1.0319680421721609,0.0046438561897747,78.7218789164598,codeLLama_fewshot
,mbpp,test,234,passed,0.0001057784666665,True,True,15.0,17.0,15.0,0.0,0.0,0.0,0.0,10.0,6.0,26.0,21.0,34.0,32.0,55.0,137.72120767599534,275.0,3.923076923076923,1078.8461538461538,59.93589743589743,0.0916666666666666,54.733762642352694,codeLLama_fewshot
,mbpp,test,235,failed: cannot access local variable 'g2' where it is not associated with a value,,False,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,7.0,14.0,14.0,21.0,40.13896548741762,79.95445336320968,3.888888888888889,310.93398530137097,17.27411029452061,0.0266514844544032,65.45695012942953,codeLLama_fewshot
,mbpp,test,236,passed,0.0002803938667057,True,True,15.0,15.0,15.0,0.0,0.0,0.0,0.0,8.0,5.0,16.0,16.0,32.0,21.0,48.0,75.60964047443682,210.83123629338053,5.0,1054.1561814669026,58.56423230371681,0.0702770787644601,56.996541063044795,codeLLama_fewshot
,mbpp,test,237,failed: ,,False,True,13.0,11.0,11.0,1.0,0.0,1.0,1.0,2.0,4.0,8.0,9.0,18.0,12.0,27.0,32.0,96.79398751947124,4.5,435.5729438376205,24.198496879867808,0.0322646625064904,79.9424518562346,codeLLama_fewshot
,mbpp,test,238,passed,0.0001063198333326,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_fewshot
,mbpp,test,239,passed,7.52924000001561e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,74.28529248621352,codeLLama_fewshot
,mbpp,test,240,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_fewshot
,mbpp,test,241,failed: ,,False,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,242,passed,4.349460000000101e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,77.88058292795313,codeLLama_fewshot
,mbpp,test,243,passed,4.0245300000011736e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,244,passed,0.0001459748333333,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,245,failed: ,,False,True,11.0,11.0,11.0,0.0,0.0,0.0,0.0,6.0,5.0,9.0,7.0,14.0,14.0,21.0,40.13896548741762,79.95445336320968,3.888888888888889,310.93398530137097,17.27411029452061,0.0266514844544032,63.15235055838459,codeLLama_fewshot
,mbpp,test,246,passed,3.766853333336447e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,247,passed,5.328849999841623e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.69319837885878,codeLLama_fewshot
,mbpp,test,248,passed,0.0001976107666659,True,True,4.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,249,passed,2.6728633332595565e-05,True,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,7.0,14.0,14.0,21.0,40.13896548741762,79.95445336320968,3.888888888888889,310.93398530137097,17.27411029452061,0.0266514844544032,73.13944691463686,codeLLama_fewshot
,mbpp,test,250,passed,7.927740000468475e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_fewshot
,mbpp,test,251,passed,8.759043333460189e-05,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,252,passed,0.0001071960999999,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,253,passed,2.556009999999572e-05,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,6.0,12.0,13.0,18.0,35.60964047443681,66.60791492653966,3.75,249.77968097452373,13.876648943029096,0.0222026383088465,67.12816682807706,codeLLama_fewshot
,mbpp,test,254,passed,0.0001358595666715,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,255,passed,2.5722600003064145e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,4.0,6.0,4.754887502163469,12.0,0.6666666666666666,8.0,0.4444444444444444,0.004,81.90114990916902,codeLLama_fewshot
,mbpp,test,256,failed: ,,False,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,76.14705226402761,codeLLama_fewshot
,mbpp,test,257,passed,2.4637533333304872e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,4.0,8.0,9.0,12.0,20.264662506490406,38.03910001730775,2.0,76.0782000346155,4.226566668589751,0.0126797000057692,82.2340467055486,codeLLama_fewshot
,mbpp,test,258,passed,2.5132333333507023e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,259,passed,5.850250000018302e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,6.0,9.0,9.0,20.264662506490406,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.0095097750043269,72.43195764141169,codeLLama_fewshot
,mbpp,test,260,passed,2.7167400003236252e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,7.0,14.0,12.0,21.0,35.219280948873624,75.28421251514429,1.4,105.397897521202,5.855438751177889,0.025094737505048,69.61572529229203,codeLLama_fewshot
,mbpp,test,261,passed,9.239486666672292e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.0555555555555555,0.0006666666666666,91.05652066433753,codeLLama_fewshot
,mbpp,test,262,passed,6.970846666642198e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_fewshot
,mbpp,test,263,passed,2.5427999995978705e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,5.0,6.0,6.754887502163469,13.931568569324174,1.3333333333333333,18.575424759098897,1.0319680421721609,0.0046438561897747,81.44728802389771,codeLLama_fewshot
,mbpp,test,264,passed,4.886579999947571e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,7.0,12.0,11.0,18.0,19.0,29.0,62.67103446305711,123.18989788986396,5.25,646.7469639217859,35.93038688454366,0.0410632992966213,63.009789960834695,codeLLama_fewshot
,mbpp,test,265,passed,3.41682999999963e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,6.0,6.0,9.0,11.60964047443681,23.264662506490403,0.6,13.95879750389424,0.7754887502163467,0.0077548875021634,79.88796252300222,codeLLama_fewshot
,mbpp,test,266,passed,8.460983332649145e-05,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.44724042799471,codeLLama_fewshot
,mbpp,test,267,failed: ,,False,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456,75.16605280182605,codeLLama_fewshot
,mbpp,test,268,passed,2.4598833333300264e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,4.0,8.0,8.0,12.0,17.509775004326936,36.0,1.3333333333333333,48.0,2.6666666666666665,0.012,82.40158900289892,codeLLama_fewshot
,mbpp,test,269,passed,8.081163333315545e-05,True,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,81.72183132055679,codeLLama_fewshot
,mbpp,test,270,passed,4.283810000060839e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_fewshot
,mbpp,test,271,passed,6.023030000032274e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_fewshot
,mbpp,test,272,passed,3.400193333333116e-05,True,True,11.0,11.0,11.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,10.0,11.0,15.0,27.11941547876375,51.89147427955947,4.166666666666667,216.21447616483113,12.011915342490616,0.0172971580931864,64.60145798637839,codeLLama_fewshot
,mbpp,test,273,passed,5.202723333373645e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_fewshot
,mbpp,test,274,passed,3.18913666666513e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,275,passed,5.579313333333354e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,5.0,9.0,12.0,14.0,31.26112492884004,50.18947501009619,3.2142857142857144,161.32331253245204,8.962406251802891,0.0167298250033653,66.87296728691787,codeLLama_fewshot
,mbpp,test,276,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.82770130283538,codeLLama_fewshot
,mbpp,test,277,failed: cannot access local variable 'current_element' where it is not associated with a value,,False,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,4.0,8.0,11.0,12.0,27.651484454403228,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.0138377264745491,73.01862506517085,codeLLama_fewshot
,mbpp,test,278,failed: ,,False,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,7.0,14.0,15.0,21.0,44.039100017307746,82.0447025077789,4.666666666666667,382.8752783696349,21.27084879831305,0.0273482341692596,66.76331749605437,codeLLama_fewshot
,mbpp,test,279,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,280,passed,3.334196666931651e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,4.0,13.0,10.0,20.0,17.0,30.0,56.105716335834195,122.6238852375102,3.076923076923077,377.30426226926215,20.961347903847894,0.0408746284125033,64.29095224950674,codeLLama_fewshot
,mbpp,test,281,failed: ,,False,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,80.9864529102317,codeLLama_fewshot
,mbpp,test,282,passed,3.3117633333290544e-05,True,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,6.0,6.0,9.0,10.0,23.264662506490403,1.5,34.89699375973561,1.938721875540867,0.0077548875021634,77.1625534155643,codeLLama_fewshot
,mbpp,test,283,passed,4.978326666673638e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,284,passed,2.824900000177877e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,74.28529248621352,codeLLama_fewshot
,mbpp,test,285,passed,5.233359999999483e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.0084220647661728,71.2064477082596,codeLLama_fewshot
,mbpp,test,286,passed,0.0001498339333333,True,True,17.0,17.0,17.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.0555555555555555,0.0006666666666666,70.24419794583484,codeLLama_fewshot
,mbpp,test,287,passed,0.0001668641333329,True,True,6.0,3.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.3127375040181,codeLLama_fewshot
,mbpp,test,288,passed,0.0001100020666664,True,True,7.0,7.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,76.55471099040834,codeLLama_fewshot
,mbpp,test,289,failed: ,,False,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.0046438561897747,76.47338445371699,codeLLama_fewshot
,mbpp,test,290,failed: max() arg is an empty sequence,,False,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,81.72183132055679,codeLLama_fewshot
,mbpp,test,291,failed: ,,False,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,5.0,10.0,9.0,15.0,19.60964047443681,47.548875021634686,6.25,297.1804688852168,16.51002604917871,0.0158496250072115,68.15316067222922,codeLLama_fewshot
,mbpp,test,292,failed: ,,False,True,7.0,6.0,6.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,74.28529248621352,codeLLama_fewshot
,mbpp,test,293,passed,7.876083333447544e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,14.0,13.0,22.0,35.161259458730164,81.40967379910403,6.0,488.45804279462413,27.136557933034673,0.0271365579330346,64.13494276509846,codeLLama_fewshot
,mbpp,test,294,passed,5.6972866667592824e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,295,passed,8.592816666729656e-05,True,True,17.0,17.0,17.0,0.0,0.0,0.0,0.0,9.0,5.0,19.0,14.0,28.0,24.0,42.0,92.32026322986492,192.56842503028855,3.6842105263157894,709.4626185326421,39.41458991848012,0.0641894750100962,55.95181040402169,codeLLama_fewshot
,mbpp,test,296,passed,8.834926666546986e-05,True,True,6.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
